title,authors,journal,pmid,page,url
Machine learning algorithms for accurate differential diagnosis of lymphocytosis based on cell population data.,"Bigorra L, Larriba I, Gutiérrez-Gallego R.","{'name': 'Br J Haematol', 'year': 2019, 'citation': 'Br J Haematol. 2019 Mar;184(6):1035-1037. doi: 10.1111/bjh.15230. Epub 2018 May 22.'}",29790152,16,https://pubmed.ncbi.nlm.nih.gov/29790152/
"A Molecular Image-Based Novel Quantitative Structure-Activity Relationship Approach, Deepsnap-Deep Learning and Machine Learning.","Matsuzaka Y, Uesawa Y.","{'name': 'Curr Issues Mol Biol', 'year': 2021, 'citation': 'Curr Issues Mol Biol. 2021;42:455-472. doi: 10.21775/cimb.042.455. Epub 2020 Dec 19.'}",33339777,16,https://pubmed.ncbi.nlm.nih.gov/33339777/
A review of recent developments in the application of machine learning in solar thermal collector modelling.,"Vakili M, Salehi SA.","{'name': 'Environ Sci Pollut Res Int', 'year': 2023, 'citation': 'Environ Sci Pollut Res Int. 2023 Jan;30(2):2406-2439. doi: 10.1007/s11356-022-24044-y. Epub 2022 Nov 18.'}",36399296,16,https://pubmed.ncbi.nlm.nih.gov/36399296/
Comparing machine learning and deep learning regression frameworks for accurate prediction of dielectrophoretic force.,"Ajala S, Muraleedharan Jalajamony H, Nair M, Marimuthu P, Fernandez RE.","{'name': 'Sci Rep', 'year': 2022, 'citation': 'Sci Rep. 2022 Jul 13;12(1):11971. doi: 10.1038/s41598-022-16114-5.'}",35831342,16,https://pubmed.ncbi.nlm.nih.gov/35831342/
Comparison of machine learning approaches for radioisotope identification using NaI(TI) gamma-ray spectrum.,"Qi S, Zhao W, Chen Y, Chen W, Li J, Zhao H, Xiao W, Ai X, Zhang K, Wang S.","{'name': 'Appl Radiat Isot', 'year': 2022, 'citation': 'Appl Radiat Isot. 2022 Aug;186:110212. doi: 10.1016/j.apradiso.2022.110212. Epub 2022 Apr 14.'}",35569263,16,https://pubmed.ncbi.nlm.nih.gov/35569263/
Deep Learning for Epidemiologists: An Introduction to Neural Networks.,"Serghiou S, Rough K.","{'name': 'Am J Epidemiol', 'year': 2023, 'citation': 'Am J Epidemiol. 2023 Nov 3;192(11):1904-1916. doi: 10.1093/aje/kwad107.'}",37139570,17,https://pubmed.ncbi.nlm.nih.gov/37139570/
Leveraging machine learning for predicting human body model response in restraint design simulations.,"Joodaki H, Gepner B, Kerrigan J.","{'name': 'Comput Methods Biomech Biomed Engin', 'year': 2021, 'citation': 'Comput Methods Biomech Biomed Engin. 2021 May;24(6):597-611. doi: 10.1080/10255842.2020.1841754. Epub 2020 Nov 12.'}",33179985,17,https://pubmed.ncbi.nlm.nih.gov/33179985/
Network Meddling Detection Using Machine Learning Empowered with Blockchain Technology.,"Nasir MU, Khan S, Mehmood S, Khan MA, Zubair M, Hwang SO.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Sep 7;22(18):6755. doi: 10.3390/s22186755.'}",36146104,17,https://pubmed.ncbi.nlm.nih.gov/36146104/
Research on E-Commerce Database Marketing Based on Machine Learning Algorithm.,Chen N.,"{'name': 'Comput Intell Neurosci', 'year': 2022, 'citation': 'Comput Intell Neurosci. 2022 Jun 29;2022:7973446. doi: 10.1155/2022/7973446. eCollection 2022.'}",35814538,17,https://pubmed.ncbi.nlm.nih.gov/35814538/
Optimization of machine learning classification models for tumor cells based on cell elements heterogeneity with laser-induced breakdown spectroscopy.,"Wang Y, Huang D, Shu K, Xu Y, Duan Y, Fan Q, Lin Q, Tuchin VV.","{'name': 'J Biophotonics', 'year': 2023, 'citation': 'J Biophotonics. 2023 Nov;16(11):e202300239. doi: 10.1002/jbio.202300239. Epub 2023 Aug 9.'}",37515457,17,https://pubmed.ncbi.nlm.nih.gov/37515457/
"A New Paradigm of ""Real-Time"" Stroke Risk Prediction and Integrated Care Management in the Digital Health Era: Innovations Using Machine Learning and Artificial Intelligence Approaches.",Guo Y.,"{'name': 'Thromb Haemost', 'year': 2022, 'citation': 'Thromb Haemost. 2022 Jan;122(1):5-7. doi: 10.1055/a-1508-7980. Epub 2021 Jun 15.'}",33984864,17,https://pubmed.ncbi.nlm.nih.gov/33984864/
Comparing Deep Learning and Conventional Machine Learning Models for Predicting Mental Illness from History of Present Illness Notations.,"Shrestha I, Srinivasan P.","{'name': 'AMIA Annu Symp Proc', 'year': 2022, 'citation': 'AMIA Annu Symp Proc. 2022 Feb 21;2021:1109-1118. eCollection 2021.'}",35308915,17,https://pubmed.ncbi.nlm.nih.gov/35308915/
eSPA+: Scalable Entropy-Optimal Machine Learning Classification for Small Data Problems.,"Vecchi E, Pospíšil L, Albrecht S, O'Kane TJ, Horenko I.","{'name': 'Neural Comput', 'year': 2022, 'citation': 'Neural Comput. 2022 Apr 15;34(5):1220-1255. doi: 10.1162/neco_a_01490.'}",35344997,17,https://pubmed.ncbi.nlm.nih.gov/35344997/
Standard machine learning approaches outperform deep representation learning on phenotype prediction from transcriptomics data.,"Smith AM, Walsh JR, Long J, Davis CB, Henstock P, Hodge MR, Maciejewski M, Mu XJ, Ra S, Zhao S, Ziemek D, Fisher CK.","{'name': 'BMC Bioinformatics', 'year': 2020, 'citation': 'BMC Bioinformatics. 2020 Mar 20;21(1):119. doi: 10.1186/s12859-020-3427-8.'}",32197580,17,https://pubmed.ncbi.nlm.nih.gov/32197580/
Machine Learning-Generated Clinical Data as Collateral Research: A Global Neuroethical Analysis.,"Afolabi MOS, Sodeke S.","{'name': 'Am J Bioeth', 'year': 2024, 'citation': 'Am J Bioeth. 2024 Oct;24(10):103-106. doi: 10.1080/15265161.2024.2388724. Epub 2024 Sep 16.'}",39283404,17,https://pubmed.ncbi.nlm.nih.gov/39283404/
A Machine Learning-Based Water Potability Prediction Model by Using Synthetic Minority Oversampling Technique and Explainable AI.,"Patel J, Amipara C, Ahanger TA, Ladhva K, Gupta RK, Alsaab HO, Althobaiti YS, Ratna R.","{'name': 'Comput Intell Neurosci', 'year': 2022, 'citation': 'Comput Intell Neurosci. 2022 Sep 20;2022:9283293. doi: 10.1155/2022/9283293. eCollection 2022.'}",36177311,18,https://pubmed.ncbi.nlm.nih.gov/36177311/
Predicting Overall Survival in METABRIC Cohort Using Machine Learning.,"Banu A, Ahmed R, Musleh S, Shah Z, Househ M, Alam T.","{'name': 'Stud Health Technol Inform', 'year': 2023, 'citation': 'Stud Health Technol Inform. 2023 Jun 29;305:632-635. doi: 10.3233/SHTI230577.'}",37387111,18,https://pubmed.ncbi.nlm.nih.gov/37387111/
Solving Inverse Electrocardiographic Mapping Using Machine Learning and Deep Learning Frameworks.,"Chen KW, Bear L, Lin CW.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Mar 17;22(6):2331. doi: 10.3390/s22062331.'}",35336502,18,https://pubmed.ncbi.nlm.nih.gov/35336502/
Prediction of Promiscuity Cliffs Using Machine Learning.,"Blaschke T, Feldmann C, Bajorath J.","{'name': 'Mol Inform', 'year': 2021, 'citation': 'Mol Inform. 2021 Jan;40(1):e2000196. doi: 10.1002/minf.202000196. Epub 2020 Sep 29.'}",32881355,18,https://pubmed.ncbi.nlm.nih.gov/32881355/
Supervised Machine Learning Methods and Hyperspectral Imaging Techniques Jointly Applied for Brain Cancer Classification.,"Urbanos G, Martín A, Vázquez G, Villanueva M, Villa M, Jimenez-Roldan L, Chavarrías M, Lagares A, Juárez E, Sanz C.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 May 31;21(11):3827. doi: 10.3390/s21113827.'}",34073145,18,https://pubmed.ncbi.nlm.nih.gov/34073145/
Deep Learning Assisted Neonatal Cry Classification via Support Vector Machine Models.,"K A, Vincent PMDR, Srinivasan K, Chang CY.","{'name': 'Front Public Health', 'year': 2021, 'citation': 'Front Public Health. 2021 Jun 10;9:670352. doi: 10.3389/fpubh.2021.670352. eCollection 2021.'}",34178926,18,https://pubmed.ncbi.nlm.nih.gov/34178926/
Robust and data-efficient generalization of self-supervised machine learning for diagnostic imaging.,"Azizi S, Culp L, Freyberg J, Mustafa B, Baur S, Kornblith S, Chen T, Tomasev N, Mitrović J, Strachan P, Mahdavi SS, Wulczyn E, Babenko B, Walker M, Loh A, Chen PC, Liu Y, Bavishi P, McKinney SM, Winkens J, Roy AG, Beaver Z, Ryan F, Krogue J, Etemadi M, Telang U, Liu Y, Peng L, Corrado GS, Webster DR, Fleet D, Hinton G, Houlsby N, Karthikesalingam A, Norouzi M, Natarajan V.","{'name': 'Nat Biomed Eng', 'year': 2023, 'citation': 'Nat Biomed Eng. 2023 Jun;7(6):756-779. doi: 10.1038/s41551-023-01049-7. Epub 2023 Jun 8.'}",37291435,18,https://pubmed.ncbi.nlm.nih.gov/37291435/
Applying machine learning techniques to detect the deployment of spatial working memory from the spiking activity of MT neurons.,"Vivekanandhan G, Mehrabbeik M, Rajagopal K, Jafari S, Lomber SG, Merrikhi Y.","{'name': 'Math Biosci Eng', 'year': 2023, 'citation': 'Math Biosci Eng. 2023 Jan;20(2):3216-3236. doi: 10.3934/mbe.2023151. Epub 2022 Dec 2.'}",36899578,18,https://pubmed.ncbi.nlm.nih.gov/36899578/
Enhancing Cricket Performance Analysis with Human Pose Estimation and Machine Learning.,"Siddiqui HUR, Younas F, Rustam F, Flores ES, Ballester JB, Diez IT, Dudley S, Ashraf I.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Aug 1;23(15):6839. doi: 10.3390/s23156839.'}",37571624,18,https://pubmed.ncbi.nlm.nih.gov/37571624/
Smart agriculture: utilizing machine learning and deep learning for drought stress identification in crops.,"Ali T, Rehman SU, Ali S, Mahmood K, Obregon SA, Iglesias RC, Khurshaid T, Ashraf I.","{'name': 'Sci Rep', 'year': 2024, 'citation': 'Sci Rep. 2024 Dec 3;14(1):30062. doi: 10.1038/s41598-024-74127-8.'}",39627235,18,https://pubmed.ncbi.nlm.nih.gov/39627235/
In silico prediction of chemical aquatic toxicity by multiple machine learning and deep learning approaches.,"Xu M, Yang H, Liu G, Tang Y, Li W.","{'name': 'J Appl Toxicol', 'year': 2022, 'citation': 'J Appl Toxicol. 2022 Nov;42(11):1766-1776. doi: 10.1002/jat.4354. Epub 2022 Jun 26.'}",35653511,19,https://pubmed.ncbi.nlm.nih.gov/35653511/
A new machine learning based user-friendly software platform for automatic radiomics modeling and analysis.,"Zhou Z, Qian X, Hu J, Zhu J, Geng C, Dai Y.","{'name': 'Annu Int Conf IEEE Eng Med Biol Soc', 'year': 2021, 'citation': 'Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:2810-2814. doi: 10.1109/EMBC46164.2021.9630472.'}",34891833,19,https://pubmed.ncbi.nlm.nih.gov/34891833/
Prediction of Aureococcus anophageffens using machine learning and deep learning.,"Niu J, Lu Y, Xie M, Ou L, Cui L, Qiu H, Lu S.","{'name': 'Mar Pollut Bull', 'year': 2024, 'citation': 'Mar Pollut Bull. 2024 Mar;200:116148. doi: 10.1016/j.marpolbul.2024.116148. Epub 2024 Feb 15.'}",38364640,19,https://pubmed.ncbi.nlm.nih.gov/38364640/
Applications of Deep Learning in Endocrine Neoplasms.,"Ramesh S, Dolezal JM, Pearson AT.","{'name': 'Surg Pathol Clin', 'year': 2023, 'citation': 'Surg Pathol Clin. 2023 Mar;16(1):167-176. doi: 10.1016/j.path.2022.09.014. Epub 2022 Dec 12.'}",36739164,19,https://pubmed.ncbi.nlm.nih.gov/36739164/
Learning in the machine: Recirculation is random backpropagation.,"Baldi P, Sadowski P.","{'name': 'Neural Netw', 'year': 2018, 'citation': 'Neural Netw. 2018 Dec;108:479-494. doi: 10.1016/j.neunet.2018.09.006. Epub 2018 Sep 27.'}",30317133,19,https://pubmed.ncbi.nlm.nih.gov/30317133/
A machine learning-based universal outbreak risk prediction tool.,"Zhang T, Rabhi F, Chen X, Paik HY, MacIntyre CR.","{'name': 'Comput Biol Med', 'year': 2024, 'citation': 'Comput Biol Med. 2024 Feb;169:107876. doi: 10.1016/j.compbiomed.2023.107876. Epub 2023 Dec 24.'}",38176209,19,https://pubmed.ncbi.nlm.nih.gov/38176209/
Analyzing drama metadata through machine learning to gain insights into social information dissemination patterns.,"Lo CM, Syu ZS.","{'name': 'PLoS One', 'year': 2023, 'citation': 'PLoS One. 2023 Nov 30;18(11):e0288932. doi: 10.1371/journal.pone.0288932. eCollection 2023.'}",38032993,19,https://pubmed.ncbi.nlm.nih.gov/38032993/
Adaptive Machine Learning Systems in Medicine: The Post-Authorization Phase.,"Bramstedt KA, Ménard T.","{'name': 'Am J Bioeth', 'year': 2024, 'citation': 'Am J Bioeth. 2024 Oct;24(10):88-90. doi: 10.1080/15265161.2024.2388757. Epub 2024 Sep 16.'}",39283390,19,https://pubmed.ncbi.nlm.nih.gov/39283390/
Deep Learning in Structure-Based Drug Design.,Anighoro A.,"{'name': 'Methods Mol Biol', 'year': 2022, 'citation': 'Methods Mol Biol. 2022;2390:261-271. doi: 10.1007/978-1-0716-1787-8_11.'}",34731473,19,https://pubmed.ncbi.nlm.nih.gov/34731473/
Aggregation Strategy on Federated Machine Learning Algorithm for Collaborative Predictive Maintenance.,"Bemani A, Björsell N.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Aug 19;22(16):6252. doi: 10.3390/s22166252.'}",36016014,19,https://pubmed.ncbi.nlm.nih.gov/36016014/
Performance comparison of deep learning and machine learning methods in determining wetland water areas using EuroSAT dataset.,Günen MA.,"{'name': 'Environ Sci Pollut Res Int', 'year': 2022, 'citation': 'Environ Sci Pollut Res Int. 2022 Mar;29(14):21092-21106. doi: 10.1007/s11356-021-17177-z. Epub 2021 Nov 8.'}",34746985,20,https://pubmed.ncbi.nlm.nih.gov/34746985/
Investigation of Applying Machine Learning and Hyperparameter Tuned Deep Learning Approaches for Arrhythmia Detection in ECG Images.,"Shanmugavadivel K, Sathishkumar VE, Kumar MS, Maheshwari V, Prabhu J, Allayear SM.","{'name': 'Comput Math Methods Med', 'year': 2022, 'citation': 'Comput Math Methods Med. 2022 Sep 12;2022:8571970. doi: 10.1155/2022/8571970. eCollection 2022.'}",36132548,20,https://pubmed.ncbi.nlm.nih.gov/36132548/
"Editorial for ""Top 10 Reviewer Critiques of Radiology Artificial Intelligence (AI) Articles: Qualitative Thematic Analysis of Reviewer Critiques of Machine Learning / Deep Learning Manuscripts Submitted to JMRI"".",Nencka AS.,"{'name': 'J Magn Reson Imaging', 'year': 2020, 'citation': 'J Magn Reson Imaging. 2020 Jul;52(1):255-256. doi: 10.1002/jmri.27054. Epub 2020 Jan 10.'}",31922318,20,https://pubmed.ncbi.nlm.nih.gov/31922318/
Deep Learning Applications in Surgery: Current Uses and Future Directions.,"Morris MX, Rajesh A, Asaad M, Hassan A, Saadoun R, Butler CE.","{'name': 'Am Surg', 'year': 2023, 'citation': 'Am Surg. 2023 Jan;89(1):36-42. doi: 10.1177/00031348221101490. Epub 2022 May 13.'}",35567312,20,https://pubmed.ncbi.nlm.nih.gov/35567312/
Deep learning for risk assessment: all about automatic feature extraction.,"Cosgriff CV, Celi LA.","{'name': 'Br J Anaesth', 'year': 2020, 'citation': 'Br J Anaesth. 2020 Feb;124(2):131-133. doi: 10.1016/j.bja.2019.10.017. Epub 2019 Dec 6.'}",31813571,20,https://pubmed.ncbi.nlm.nih.gov/31813571/
Deep Learning and Geriatric Mental Health.,"Aizenstein H, Moore RC, Vahia I, Ciarleglio A.","{'name': 'Am J Geriatr Psychiatry', 'year': 2024, 'citation': 'Am J Geriatr Psychiatry. 2024 Mar;32(3):270-279. doi: 10.1016/j.jagp.2023.11.008. Epub 2023 Dec 5.'}",38142162,20,https://pubmed.ncbi.nlm.nih.gov/38142162/
Machine learning improves forecasts of aftershock locations.,Beroza GC.,"{'name': 'Nature', 'year': 2018, 'citation': 'Nature. 2018 Aug;560(7720):556-557. doi: 10.1038/d41586-018-06030-y.'}",30158611,20,https://pubmed.ncbi.nlm.nih.gov/30158611/
Applications of deep learning in electron microscopy.,"Treder KP, Huang C, Kim JS, Kirkland AI.","{'name': 'Microscopy (Oxf)', 'year': 2022, 'citation': 'Microscopy (Oxf). 2022 Feb 18;71(Supplement_1):i100-i115. doi: 10.1093/jmicro/dfab043.'}",35275181,20,https://pubmed.ncbi.nlm.nih.gov/35275181/
Application of Machine Learning Methods for an Analysis of E-Nose Multidimensional Signals in Wastewater Treatment.,"Piłat-Rożek M, Łazuka E, Majerek D, Szeląg B, Duda-Saternus S, Łagód G.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Jan 2;23(1):487. doi: 10.3390/s23010487.'}",36617095,20,https://pubmed.ncbi.nlm.nih.gov/36617095/
Prediction of Heart Disease Using a Combination of Machine Learning and Deep Learning.,"Bharti R, Khamparia A, Shabaz M, Dhiman G, Pande S, Singh P.","{'name': 'Comput Intell Neurosci', 'year': 2021, 'citation': 'Comput Intell Neurosci. 2021 Jul 1;2021:8387680. doi: 10.1155/2021/8387680. eCollection 2021.'}",34306056,20,https://pubmed.ncbi.nlm.nih.gov/34306056/
Advancing machine learning for MR image reconstruction with an open competition: Overview of the 2019 fastMRI challenge.,"Knoll F, Murrell T, Sriram A, Yakubova N, Zbontar J, Rabbat M, Defazio A, Muckley MJ, Sodickson DK, Zitnick CL, Recht MP.","{'name': 'Magn Reson Med', 'year': 2020, 'citation': 'Magn Reson Med. 2020 Dec;84(6):3054-3070. doi: 10.1002/mrm.28338. Epub 2020 Jun 7.'}",32506658,21,https://pubmed.ncbi.nlm.nih.gov/32506658/
How Good Is Machine Learning in Predicting All-Cause 30-Day Hospital Readmission? Evidence From Administrative Data.,"Li Q, Yao X, Échevin D.","{'name': 'Value Health', 'year': 2020, 'citation': 'Value Health. 2020 Oct;23(10):1307-1315. doi: 10.1016/j.jval.2020.06.009. Epub 2020 Sep 7.'}",33032774,21,https://pubmed.ncbi.nlm.nih.gov/33032774/
"Ensemble Learning, Deep Learning-Based and Molecular Descriptor-Based Quantitative Structure-Activity Relationships.","Matsuzaka Y, Uesawa Y.","{'name': 'Molecules', 'year': 2023, 'citation': 'Molecules. 2023 Mar 6;28(5):2410. doi: 10.3390/molecules28052410.'}",36903654,21,https://pubmed.ncbi.nlm.nih.gov/36903654/
Classification of broiler behaviours using triaxial accelerometer and machine learning.,"Yang X, Zhao Y, Street GM, Huang Y, Filip To SD, Purswell JL.","{'name': 'Animal', 'year': 2021, 'citation': 'Animal. 2021 Jul;15(7):100269. doi: 10.1016/j.animal.2021.100269. Epub 2021 Jun 5.'}",34102430,21,https://pubmed.ncbi.nlm.nih.gov/34102430/
Deep Learning and Its Application to Function Approximation for MR in Medicine: An Overview.,Takeshima H.,"{'name': 'Magn Reson Med Sci', 'year': 2022, 'citation': 'Magn Reson Med Sci. 2022 Oct 1;21(4):553-568. doi: 10.2463/mrms.rev.2021-0040. Epub 2021 Sep 17.'}",34544924,21,https://pubmed.ncbi.nlm.nih.gov/34544924/
Improving the Performance of Machine Learning-Based Network Intrusion Detection Systems on the UNSW-NB15 Dataset.,"Moualla S, Khorzom K, Jafar A.","{'name': 'Comput Intell Neurosci', 'year': 2021, 'citation': 'Comput Intell Neurosci. 2021 Jun 15;2021:5557577. doi: 10.1155/2021/5557577. eCollection 2021.'}",34220999,21,https://pubmed.ncbi.nlm.nih.gov/34220999/
Unsupervised learning of mid-level visual representations.,"Matteucci G, Piasini E, Zoccolan D.","{'name': 'Curr Opin Neurobiol', 'year': 2024, 'citation': 'Curr Opin Neurobiol. 2024 Feb;84:102834. doi: 10.1016/j.conb.2023.102834. Epub 2023 Dec 27.'}",38154417,21,https://pubmed.ncbi.nlm.nih.gov/38154417/
Multi-Cat Monitoring System Based on Concept Drift Adaptive Machine Learning Architecture.,"Cho Y, Song E, Ji Y, Yang S, Kim T, Park S, Baek D, Yu S.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Oct 31;23(21):8852. doi: 10.3390/s23218852.'}",37960551,21,https://pubmed.ncbi.nlm.nih.gov/37960551/
Development of advanced machine learning models for analysis of plutonium surrogate optical emission spectra.,"Rao AP, Jenkins PR, Auxier JD, Shattan MB, Patnaik AK.","{'name': 'Appl Opt', 'year': 2022, 'citation': 'Appl Opt. 2022 Mar 1;61(7):D30-D38. doi: 10.1364/AO.444093.'}",35297826,21,https://pubmed.ncbi.nlm.nih.gov/35297826/
Three pitfalls to avoid in machine learning.,Riley P.,"{'name': 'Nature', 'year': 2019, 'citation': 'Nature. 2019 Aug;572(7767):27-29. doi: 10.1038/d41586-019-02307-y.'}",31363197,21,https://pubmed.ncbi.nlm.nih.gov/31363197/
Research on a Machine Learning-Based Method for Assessing the Safety State of Historic Buildings.,"Peng XH, Zhang ZH.","{'name': 'Comput Intell Neurosci', 'year': 2022, 'citation': 'Comput Intell Neurosci. 2022 Aug 23;2022:1405139. doi: 10.1155/2022/1405139. eCollection 2022.'}",36052049,22,https://pubmed.ncbi.nlm.nih.gov/36052049/
Should the Use of Adaptive Machine Learning Systems in Medicine be Classified as Research?,"Sparrow R, Hatherley J, Oakley J, Bain C.","{'name': 'Am J Bioeth', 'year': 2024, 'citation': 'Am J Bioeth. 2024 Oct;24(10):58-69. doi: 10.1080/15265161.2024.2337429. Epub 2024 Apr 25.'}",38662360,22,https://pubmed.ncbi.nlm.nih.gov/38662360/
"Study on Machine Learning Models for Building Resilience Evaluation in Mountainous Area: A Case Study of Banan District, Chongqing, China.","Zhang C, Wen H, Liao M, Lin Y, Wu Y, Zhang H.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Feb 3;22(3):1163. doi: 10.3390/s22031163.'}",35161914,22,https://pubmed.ncbi.nlm.nih.gov/35161914/
Deep learning a boon for biophotonics?,"Pradhan P, Guo S, Ryabchykov O, Popp J, Bocklitz TW.","{'name': 'J Biophotonics', 'year': 2020, 'citation': 'J Biophotonics. 2020 Jun;13(6):e201960186. doi: 10.1002/jbio.201960186. Epub 2020 Mar 30.'}",32167235,22,https://pubmed.ncbi.nlm.nih.gov/32167235/
A general model to predict small molecule substrates of enzymes based on machine and deep learning.,"Kroll A, Ranjan S, Engqvist MKM, Lercher MJ.","{'name': 'Nat Commun', 'year': 2023, 'citation': 'Nat Commun. 2023 May 15;14(1):2787. doi: 10.1038/s41467-023-38347-2.'}",37188731,22,https://pubmed.ncbi.nlm.nih.gov/37188731/
Prediction of anticancer peptides based on an ensemble model of deep learning and machine learning using ordinal positional encoding.,"Yuan Q, Chen K, Yu Y, Le NQK, Chua MCH.","{'name': 'Brief Bioinform', 'year': 2023, 'citation': 'Brief Bioinform. 2023 Jan 19;24(1):bbac630. doi: 10.1093/bib/bbac630.'}",36642410,22,https://pubmed.ncbi.nlm.nih.gov/36642410/
Ensemble machine learning prediction of anaerobic co-digestion of manure and thermally pretreated harvest residues.,"Kovačić Đ, Radočaj D, Jurišić M.","{'name': 'Bioresour Technol', 'year': 2024, 'citation': 'Bioresour Technol. 2024 Jun;402:130793. doi: 10.1016/j.biortech.2024.130793. Epub 2024 May 3.'}",38703965,22,https://pubmed.ncbi.nlm.nih.gov/38703965/
Data-Driven Fault Diagnosis Techniques: Non-Linear Directional Residual vs. Machine-Learning-Based Methods.,"Cartocci N, Napolitano MR, Crocetti F, Costante G, Valigi P, Fravolini ML.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Mar 29;22(7):2635. doi: 10.3390/s22072635.'}",35408249,22,https://pubmed.ncbi.nlm.nih.gov/35408249/
Support matrix machine: A review.,"Kumari A, Akhtar M, Shah R, Tanveer M.","{'name': 'Neural Netw', 'year': 2025, 'citation': 'Neural Netw. 2025 Jan;181:106767. doi: 10.1016/j.neunet.2024.106767. Epub 2024 Oct 9.'}",39488110,22,https://pubmed.ncbi.nlm.nih.gov/39488110/
Vision-Based Driver's Cognitive Load Classification Considering Eye Movement Using Machine Learning and Deep Learning.,"Rahman H, Ahmed MU, Barua S, Funk P, Begum S.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Nov 30;21(23):8019. doi: 10.3390/s21238019.'}",34884021,22,https://pubmed.ncbi.nlm.nih.gov/34884021/
PyGenePlexus: a Python package for gene discovery using network-based machine learning.,"Mancuso CA, Liu R, Krishnan A.","{'name': 'Bioinformatics', 'year': 2023, 'citation': 'Bioinformatics. 2023 Feb 3;39(2):btad064. doi: 10.1093/bioinformatics/btad064.'}",36721325,23,https://pubmed.ncbi.nlm.nih.gov/36721325/
Comparison of Machine Learning and Sentiment Analysis in Detection of Suspicious Online Reviewers on Different Type of Data.,"Machova K, Mach M, Vasilko M.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Dec 27;22(1):155. doi: 10.3390/s22010155.'}",35009698,23,https://pubmed.ncbi.nlm.nih.gov/35009698/
The role of machine and deep learning in modern medical physics.,"El Naqa I, Das S.","{'name': 'Med Phys', 'year': 2020, 'citation': 'Med Phys. 2020 Jun;47(5):e125-e126. doi: 10.1002/mp.14088.'}",32418342,23,https://pubmed.ncbi.nlm.nih.gov/32418342/
Hyperspectral imaging for chemicals identification: a human-inspired machine learning approach.,"Kendler S, Mano Z, Aharoni R, Raich R, Fishbain B.","{'name': 'Sci Rep', 'year': 2022, 'citation': 'Sci Rep. 2022 Oct 20;12(1):17580. doi: 10.1038/s41598-022-22468-7.'}",36266530,23,https://pubmed.ncbi.nlm.nih.gov/36266530/
Ultrasound Versus Elastography in the Diagnosis of Hepatic Steatosis: Evaluation of Traditional Machine Learning Versus Deep Learning.,"Marques R, Santos J, André A, Silva J.","{'name': 'Sensors (Basel)', 'year': 2024, 'citation': 'Sensors (Basel). 2024 Nov 27;24(23):7568. doi: 10.3390/s24237568.'}",39686106,23,https://pubmed.ncbi.nlm.nih.gov/39686106/
Research progress in machine learning methods for gene-gene interaction detection.,"Peng ZY, Tang ZJ, Xie MZ.","{'name': 'Yi Chuan', 'year': 2018, 'citation': 'Yi Chuan. 2018 Mar 20;40(3):218-226. doi: 10.16288/j.yczz.17-254.'}",29576545,23,https://pubmed.ncbi.nlm.nih.gov/29576545/
"Well Performance Classification and Prediction: Deep Learning and Machine Learning Long Term Regression Experiments on Oil, Gas, and Water Production.","Ibrahim NM, Alharbi AA, Alzahrani TA, Abdulkarim AM, Alessa IA, Hameed AM, Albabtain AS, Alqahtani DA, Alsawwaf MK, Almuqhim AA.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Jul 16;22(14):5326. doi: 10.3390/s22145326.'}",35891005,23,https://pubmed.ncbi.nlm.nih.gov/35891005/
Evaluation metrics and statistical tests for machine learning.,"Rainio O, Teuho J, Klén R.","{'name': 'Sci Rep', 'year': 2024, 'citation': 'Sci Rep. 2024 Mar 13;14(1):6086. doi: 10.1038/s41598-024-56706-x.'}",38480847,23,https://pubmed.ncbi.nlm.nih.gov/38480847/
Utility of MemTrax and Machine Learning Modeling in Classification of Mild Cognitive Impairment.,"Bergeron MF, Landset S, Zhou X, Ding T, Khoshgoftaar TM, Zhao F, Du B, Chen X, Wang X, Zhong L, Liu X, Ashford JW.","{'name': 'J Alzheimers Dis', 'year': 2020, 'citation': 'J Alzheimers Dis. 2020;77(4):1545-1558. doi: 10.3233/JAD-191340.'}",32894241,23,https://pubmed.ncbi.nlm.nih.gov/32894241/
