title,authors,journal,pmid,page,url
Cyber-attack risk low for medical devices.,"Tse ZT, Xu S, Fung IC, Wood BJ.","{'name': 'Science', 'year': 2015, 'citation': 'Science. 2015 Mar 20;347(6228):1323-4. doi: 10.1126/science.347.6228.1323-b. Epub 2015 Mar 19.'}",25792321,9,https://pubmed.ncbi.nlm.nih.gov/25792321/
Coming to grips with cyber (in)security.,Sheffer J.,"{'name': 'Biomed Instrum Technol', 'year': 2014, 'citation': 'Biomed Instrum Technol. 2014 Spring;Suppl:1. doi: 10.2345/0899-8205-48.s1.1.'}",24848142,9,https://pubmed.ncbi.nlm.nih.gov/24848142/
Towards a Cognitive Theory of Cyber Deception.,"Cranford EA, Gonzalez C, Aggarwal P, Tambe M, Cooney S, Lebiere C.","{'name': 'Cogn Sci', 'year': 2021, 'citation': 'Cogn Sci. 2021 Jul;45(7):e13013. doi: 10.1111/cogs.13013.'}",34213797,9,https://pubmed.ncbi.nlm.nih.gov/34213797/
"Machine intelligence and medical cyber-physical system architectures for smart healthcare: Taxonomy, challenges, opportunities, and possible solutions.","Shaikh TA, Rasool T, Verma P.","{'name': 'Artif Intell Med', 'year': 2023, 'citation': 'Artif Intell Med. 2023 Dec;146:102692. doi: 10.1016/j.artmed.2023.102692. Epub 2023 Oct 31.'}",38042609,9,https://pubmed.ncbi.nlm.nih.gov/38042609/
Telesurgery prospects in delivering healthcare in remote areas.,"Shahzad N, Chawla T, Gala T.","{'name': 'J Pak Med Assoc', 'year': 2019, 'citation': 'J Pak Med Assoc. 2019 Feb;69(Suppl 1)(1):S69-S71.'}",30697023,9,https://pubmed.ncbi.nlm.nih.gov/30697023/
Game-Theoretic Decision Support for Cyber Forensic Investigations.,"Nisioti A, Loukas G, Rass S, Panaousis E.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Aug 5;21(16):5300. doi: 10.3390/s21165300.'}",34450740,9,https://pubmed.ncbi.nlm.nih.gov/34450740/
Managing Security of Healthcare Data for a Modern Healthcare System.,"Almalawi A, Khan AI, Alsolami F, Abushark YB, Alfakeeh AS.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Mar 30;23(7):3612. doi: 10.3390/s23073612.'}",37050672,9,https://pubmed.ncbi.nlm.nih.gov/37050672/
CANon: Lightweight and Practical Cyber-Attack Detection for Automotive Controller Area Networks.,"Baek Y, Shin S.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Mar 29;22(7):2636. doi: 10.3390/s22072636.'}",35408251,10,https://pubmed.ncbi.nlm.nih.gov/35408251/
Assessing the Security of Connected Diabetes Devices.,"Out DJ, Tettero O.","{'name': 'J Diabetes Sci Technol', 'year': 2017, 'citation': 'J Diabetes Sci Technol. 2017 Mar;11(2):203-206. doi: 10.1177/1932296816678632. Epub 2016 Nov 15.'}",28264190,10,https://pubmed.ncbi.nlm.nih.gov/28264190/
Wearable devices in healthcare: Privacy and information security issues.,Cilliers L.,"{'name': 'Health Inf Manag', 'year': 2020, 'citation': 'Health Inf Manag. 2020 May-Sep;49(2-3):150-156. doi: 10.1177/1833358319851684. Epub 2019 May 30.'}",31146589,10,https://pubmed.ncbi.nlm.nih.gov/31146589/
Detecting and Localizing Cyber-Physical Attacks in Water Distribution Systems without Records of Labeled Attacks.,"Housh M, Kadosh N, Haddad J.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Aug 12;22(16):6035. doi: 10.3390/s22166035.'}",36015800,10,https://pubmed.ncbi.nlm.nih.gov/36015800/
Cyber risks to Ukrainian and other health systems.,Samarasekera U.,"{'name': 'Lancet Digit Health', 'year': 2022, 'citation': 'Lancet Digit Health. 2022 May;4(5):e297-e298. doi: 10.1016/S2589-7500(22)00064-4. Epub 2022 Mar 30.'}",35367192,10,https://pubmed.ncbi.nlm.nih.gov/35367192/
Combating health care cyber crime.,Baydala BD.,"{'name': 'J Healthc Risk Manag', 'year': 2020, 'citation': 'J Healthc Risk Manag. 2020 Oct;40(2):15-20. doi: 10.1002/jhrm.21446. Epub 2020 Sep 16.'}",32935901,10,https://pubmed.ncbi.nlm.nih.gov/32935901/
Health implications of cyber-terrorism.,"Clem A, Galwankar S, Buck G.","{'name': 'Prehosp Disaster Med', 'year': 2003, 'citation': 'Prehosp Disaster Med. 2003 Jul-Sep;18(3):272-5. doi: 10.1017/s1049023x00001163.'}",15141869,10,https://pubmed.ncbi.nlm.nih.gov/15141869/
Improve cyber security and protect practice finances.,Colwell J.,"{'name': 'Med Econ', 'year': 2015, 'citation': 'Med Econ. 2015 Dec 25;92(24):29-30, 32-3.'}",26875310,10,https://pubmed.ncbi.nlm.nih.gov/26875310/
Cybersecurity of Critical Infrastructures: Challenges and Solutions.,"Maglaras L, Janicke H, Ferrag MA.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Jul 7;22(14):5105. doi: 10.3390/s22145105.'}",35890784,10,https://pubmed.ncbi.nlm.nih.gov/35890784/
Security Defense Strategy for Intelligent Medical Diagnosis Systems (IMDS).,"Luo C, Soygazi H, Janicke H, He Y.","{'name': 'Annu Int Conf IEEE Eng Med Biol Soc', 'year': 2019, 'citation': 'Annu Int Conf IEEE Eng Med Biol Soc. 2019 Jul;2019:3454-3457. doi: 10.1109/EMBC.2019.8857166.'}",31946622,10,https://pubmed.ncbi.nlm.nih.gov/31946622/
Cyber-Analytics: Identifying Discriminants of Data Breaches.,"Dolezel D, McLeod A.","{'name': 'Perspect Health Inf Manag', 'year': 2019, 'citation': 'Perspect Health Inf Manag. 2019 Jul 1;16(Summer):1a. eCollection 2019 Summer.'}",31423119,11,https://pubmed.ncbi.nlm.nih.gov/31423119/
Cyber-compromised data recovery : The more likely disaster recovery use case.,"Beattie J, Shandrowski M.","{'name': 'J Bus Contin Emer Plan', 'year': 2021, 'citation': 'J Bus Contin Emer Plan. 2021 Jan 1;15(2):114-126.'}",35016746,11,https://pubmed.ncbi.nlm.nih.gov/35016746/
Enhancing Internet of Medical Things security with artificial intelligence: A comprehensive review.,"Messinis S, Temenos N, Protonotarios NE, Rallis I, Kalogeras D, Doulamis N.","{'name': 'Comput Biol Med', 'year': 2024, 'citation': 'Comput Biol Med. 2024 Mar;170:108036. doi: 10.1016/j.compbiomed.2024.108036. Epub 2024 Jan 28.'}",38295478,11,https://pubmed.ncbi.nlm.nih.gov/38295478/
Evaluating applied security controls for safeguarding medical device-integrated electronic medical records.,"Alhammad A, Yusof MM, Jambari DI.","{'name': 'J Eval Clin Pract', 'year': 2025, 'citation': 'J Eval Clin Pract. 2025 Feb;31(1):e14140. doi: 10.1111/jep.14140. Epub 2024 Sep 19.'}",39297411,11,https://pubmed.ncbi.nlm.nih.gov/39297411/
"Information Security Threats and Working from Home Culture: Taxonomy, Risk Assessment and Solutions.","Kotak J, Habler E, Brodt O, Shabtai A, Elovici Y.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Apr 15;23(8):4018. doi: 10.3390/s23084018.'}",37112359,11,https://pubmed.ncbi.nlm.nih.gov/37112359/
Design of a Secure Medical Data Sharing Scheme Based on Blockchain.,"Cheng X, Chen F, Xie D, Sun H, Huang C.","{'name': 'J Med Syst', 'year': 2020, 'citation': 'J Med Syst. 2020 Jan 8;44(2):52. doi: 10.1007/s10916-019-1468-1.'}",31915982,11,https://pubmed.ncbi.nlm.nih.gov/31915982/
Transforming Healthcare Cybersecurity from Reactive to Proactive: Current Status and Future Recommendations.,"Bhuyan SS, Kabir UY, Escareno JM, Ector K, Palakodeti S, Wyant D, Kumar S, Levy M, Kedia S, Dasgupta D, Dobalian A.","{'name': 'J Med Syst', 'year': 2020, 'citation': 'J Med Syst. 2020 Apr 2;44(5):98. doi: 10.1007/s10916-019-1507-y.'}",32239357,11,https://pubmed.ncbi.nlm.nih.gov/32239357/
Now Is the Time for a Cybersecurity Standard for Connected Diabetes Devices.,"Klonoff DC, Kleidermacher DN.","{'name': 'J Diabetes Sci Technol', 'year': 2016, 'citation': 'J Diabetes Sci Technol. 2016 May 3;10(3):623-6. doi: 10.1177/1932296816647516. Print 2016 May.'}",27460624,11,https://pubmed.ncbi.nlm.nih.gov/27460624/
A Cyber Risk Assessment Approach to Federated Identity Management Framework-Based Digital Healthcare System.,"Huda S, Islam MR, Abawajy J, Kottala VNV, Ahmad S.","{'name': 'Sensors (Basel)', 'year': 2024, 'citation': 'Sensors (Basel). 2024 Aug 15;24(16):5282. doi: 10.3390/s24165282.'}",39204976,11,https://pubmed.ncbi.nlm.nih.gov/39204976/
Cyber Threat Intelligence-Based Malicious URL Detection Model Using Ensemble Learning.,"Ghaleb FA, Alsaedi M, Saeed F, Ahmad J, Alasli M.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Apr 28;22(9):3373. doi: 10.3390/s22093373.'}",35591061,11,https://pubmed.ncbi.nlm.nih.gov/35591061/
Augmented PIN Authentication through Behavioral Biometrics.,"Nerini M, Favarelli E, Chiani M.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Jun 27;22(13):4857. doi: 10.3390/s22134857.'}",35808354,12,https://pubmed.ncbi.nlm.nih.gov/35808354/
Cyber Disaster Medicine: A New Frontier for Emergency Medicine.,"Dameff C, Farah J, Killeen J, Chan T.","{'name': 'Ann Emerg Med', 'year': 2020, 'citation': 'Ann Emerg Med. 2020 May;75(5):642-647. doi: 10.1016/j.annemergmed.2019.11.011. Epub 2020 Jan 17.'}",31959537,12,https://pubmed.ncbi.nlm.nih.gov/31959537/
Cybersecurity needs women.,Poster WR.,"{'name': 'Nature', 'year': 2018, 'citation': 'Nature. 2018 Mar;555(7698):577-580. doi: 10.1038/d41586-018-03327-w.'}",30814675,12,https://pubmed.ncbi.nlm.nih.gov/30814675/
Cybersecurity needs women.,Poster WR.,"{'name': 'Nature', 'year': 2018, 'citation': 'Nature. 2018 Mar 29;555(7698):577-580. doi: 10.1038/d41586-018-03327-w.'}",29595805,12,https://pubmed.ncbi.nlm.nih.gov/29595805/
D-CEWS: DEVS-Based Cyber-Electronic Warfare M&S Framework for Enhanced Communication Effectiveness Analysis in Battlefield.,"Seo S, Han S, Kim D.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Apr 20;22(9):3147. doi: 10.3390/s22093147.'}",35590837,12,https://pubmed.ncbi.nlm.nih.gov/35590837/
ATM Card Cloning and Ethical Considerations.,"Kaur P, Krishan K, Sharma SK, Kanchan T.","{'name': 'Sci Eng Ethics', 'year': 2019, 'citation': 'Sci Eng Ethics. 2019 Oct;25(5):1311-1320. doi: 10.1007/s11948-018-0049-x. Epub 2018 May 1.'}",29717470,12,https://pubmed.ncbi.nlm.nih.gov/29717470/
Keep an eye on your personal belongings! The security of personal medical devices and their ecosystems.,"Kintzlinger M, Nissim N.","{'name': 'J Biomed Inform', 'year': 2019, 'citation': 'J Biomed Inform. 2019 Jul;95:103233. doi: 10.1016/j.jbi.2019.103233. Epub 2019 Jun 12.'}",31201966,12,https://pubmed.ncbi.nlm.nih.gov/31201966/
Cyber security: a critical examination of information sharing versus data sensitivity issues for organisations at risk of cyber attack.,"Mallinder J, Drabwell P.","{'name': 'J Bus Contin Emer Plan', 'year': 2013, 'citation': 'J Bus Contin Emer Plan. 2013-2014 Winter;7(2):103-11.'}",24457322,12,https://pubmed.ncbi.nlm.nih.gov/24457322/
"Security Information and Event Management (SIEM): Analysis, Trends, and Usage in Critical Infrastructures.","González-Granadillo G, González-Zarzosa S, Diaz R.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Jul 12;21(14):4759. doi: 10.3390/s21144759.'}",34300500,12,https://pubmed.ncbi.nlm.nih.gov/34300500/
General Data Protection Regulation. What is new?,"Milà M, Abellán F.","{'name': 'Rev Esp Med Nucl Imagen Mol (Engl Ed)', 'year': 2019, 'citation': 'Rev Esp Med Nucl Imagen Mol (Engl Ed). 2019 Mar-Apr;38(2):69-71. doi: 10.1016/j.remn.2018.10.004. Epub 2018 Dec 27.'}",30595528,12,https://pubmed.ncbi.nlm.nih.gov/30595528/
An overview in healthcare information systems security.,"Bourka A, Polemi N, Koutsouris D.","{'name': 'Stud Health Technol Inform', 'year': 2001, 'citation': 'Stud Health Technol Inform. 2001;84(Pt 2):1242-6.'}",11604927,13,https://pubmed.ncbi.nlm.nih.gov/11604927/
Visual displays for cyber network defense.,"Sushereba CEL, Bennett KB, Bryant A.","{'name': 'Ergonomics', 'year': 2020, 'citation': 'Ergonomics. 2020 Feb;63(2):191-209. doi: 10.1080/00140139.2019.1694181. Epub 2019 Nov 28.'}",31724907,13,https://pubmed.ncbi.nlm.nih.gov/31724907/
Secure Health Data Sharing for Medical Cyber-Physical Systems for the Healthcare 4.0.,"Qiu H, Qiu M, Liu M, Memmi G.","{'name': 'IEEE J Biomed Health Inform', 'year': 2020, 'citation': 'IEEE J Biomed Health Inform. 2020 Sep;24(9):2499-2505. doi: 10.1109/JBHI.2020.2973467. Epub 2020 Feb 12.'}",32071015,13,https://pubmed.ncbi.nlm.nih.gov/32071015/
Kidney Cancer Prediction Empowered with Blockchain Security Using Transfer Learning.,"Nasir MU, Zubair M, Ghazal TM, Khan MF, Ahmad M, Rahman AU, Hamadi HA, Khan MA, Mansoor W.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Oct 2;22(19):7483. doi: 10.3390/s22197483.'}",36236584,13,https://pubmed.ncbi.nlm.nih.gov/36236584/
Enhancing patient safety: A national standard for cyber resiliency in healthcare.,"Samuelson-Kiraly C, Mitchell JI, Kingston D, Chunduri S.","{'name': 'Healthc Manage Forum', 'year': 2024, 'citation': 'Healthc Manage Forum. 2024 Jan;37(1):9-12. doi: 10.1177/08404704231196138. Epub 2023 Aug 30.'}",37649329,13,https://pubmed.ncbi.nlm.nih.gov/37649329/
The Work-Averse Cyberattacker Model: Theory and Evidence from Two Million Attack Signatures.,"Allodi L, Massacci F, Williams J.","{'name': 'Risk Anal', 'year': 2022, 'citation': 'Risk Anal. 2022 Aug;42(8):1623-1642. doi: 10.1111/risa.13732. Epub 2021 May 7.'}",33960506,13,https://pubmed.ncbi.nlm.nih.gov/33960506/
Computer cyberspace security mechanism supported by cloud computing.,Fu Z.,"{'name': 'PLoS One', 'year': 2022, 'citation': 'PLoS One. 2022 Oct 7;17(10):e0271546. doi: 10.1371/journal.pone.0271546. eCollection 2022.'}",36206264,13,https://pubmed.ncbi.nlm.nih.gov/36206264/
Major global cyber-attack hits NHS and delays treatment.,O'Dowd A.,"{'name': 'BMJ', 'year': 2017, 'citation': 'BMJ. 2017 May 15;357:j2357. doi: 10.1136/bmj.j2357.'}",28507019,13,https://pubmed.ncbi.nlm.nih.gov/28507019/
Redefining cyber resilience : Through the risk register lens.,Thomas R.,"{'name': 'J Bus Contin Emer Plan', 'year': 2024, 'citation': 'J Bus Contin Emer Plan. 2024 Jan 1;18(1):75-83.'}",39164862,13,https://pubmed.ncbi.nlm.nih.gov/39164862/
Cybersecurity in ICT Supply Chains: Key Challenges and a Relevant Architecture.,"Masip-Bruin X, Marín-Tordera E, Ruiz J, Jukan A, Trakadas P, Cernivec A, Lioy A, López D, Santos H, Gonos A, Silva A, Soriano J, Kalogiannis G.","{'name': 'Sensors (Basel)', 'year': 2021, 'citation': 'Sensors (Basel). 2021 Sep 9;21(18):6057. doi: 10.3390/s21186057.'}",34577264,13,https://pubmed.ncbi.nlm.nih.gov/34577264/
Academic Information Security Researchers: Hackers or Specialists?,"Dadkhah M, Lagzian M, Borchardt G.","{'name': 'Sci Eng Ethics', 'year': 2018, 'citation': 'Sci Eng Ethics. 2018 Apr;24(2):785-790. doi: 10.1007/s11948-017-9907-1. Epub 2017 Apr 10.'}",28397172,14,https://pubmed.ncbi.nlm.nih.gov/28397172/
Information security for compliance with select agent regulations.,"Lewis N, Campbell MJ, Baskin CR.","{'name': 'Health Secur', 'year': 2015, 'citation': 'Health Secur. 2015 May-Jun;13(3):207-18. doi: 10.1089/hs.2014.0090.'}",26042864,14,https://pubmed.ncbi.nlm.nih.gov/26042864/
A Simple Assessment of Information Security Awareness in Hospital Staff Across Five Danish Regions.,"Schmidt T, Nøhr C, Koppel R.","{'name': 'Stud Health Technol Inform', 'year': 2021, 'citation': 'Stud Health Technol Inform. 2021 May 27;281:635-639. doi: 10.3233/SHTI210248.'}",34042653,14,https://pubmed.ncbi.nlm.nih.gov/34042653/
Cybersecurity Frameworks in Healthcare Data: Short Literature Review.,"Adnan M, Kutafina E, Beyan O.","{'name': 'Stud Health Technol Inform', 'year': 2024, 'citation': 'Stud Health Technol Inform. 2024 Aug 22;316:301-302. doi: 10.3233/SHTI240403.'}",39176732,14,https://pubmed.ncbi.nlm.nih.gov/39176732/
Designing an Effective Organizational Culture to Guard Against the Cyber Risks of Emerging Technologies.,Watkins ME.,"{'name': 'J Healthc Manag', 'year': 2023, 'citation': 'J Healthc Manag. 2023 Jul-Aug 01;68(4):239-250. doi: 10.1097/JHM-D-23-00097.'}",37410988,14,https://pubmed.ncbi.nlm.nih.gov/37410988/
How is cyber threat evolving and what do organisations need to consider?,"Borrett M, Carter R, Wespi A.","{'name': 'J Bus Contin Emer Plan', 'year': 2013, 'citation': 'J Bus Contin Emer Plan. 2013-2014 Winter;7(2):163-71.'}",24457327,14,https://pubmed.ncbi.nlm.nih.gov/24457327/
Improving Student Engagement in the Study of Professional Ethics: Concepts and an Example in Cyber Security.,Bustard JD.,"{'name': 'Sci Eng Ethics', 'year': 2018, 'citation': 'Sci Eng Ethics. 2018 Apr;24(2):683-698. doi: 10.1007/s11948-017-9904-4. Epub 2017 Apr 11.'}",28401507,14,https://pubmed.ncbi.nlm.nih.gov/28401507/
Evaluation of Machine Learning Algorithms for Malware Detection.,"Akhtar MS, Feng T.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Jan 13;23(2):946. doi: 10.3390/s23020946.'}",36679741,14,https://pubmed.ncbi.nlm.nih.gov/36679741/
Cyber Attacks on Interoperable Electronic Health Records: A Clear and Present Danger.,Gates L.,"{'name': 'Mo Med', 'year': 2024, 'citation': 'Mo Med. 2024 Jan-Feb;121(1):6-9.'}",38404433,14,https://pubmed.ncbi.nlm.nih.gov/38404433/
Safety Impact Analysis Considering Physical Failures and Cyber-Attacks for Mechanically Pumped Loop Systems (MPLs).,"Wu W, Zhang L, Fu H, Wang K, Li X.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Jun 24;22(13):4780. doi: 10.3390/s22134780.'}",35808275,14,https://pubmed.ncbi.nlm.nih.gov/35808275/
Preparing for the Next Cyber Storm: Are You Ready?,Stern G.,"{'name': 'Biomed Instrum Technol', 'year': 2019, 'citation': 'Biomed Instrum Technol. 2019 Nov./Dec.;53(6):412-419. doi: 10.2345/0899-8205-53.6.412.'}",31765579,15,https://pubmed.ncbi.nlm.nih.gov/31765579/
A Survey of Crypto Ransomware Attack Detection Methodologies: An Evolving Outlook.,"Alqahtani A, Sheldon FT.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Feb 25;22(5):1837. doi: 10.3390/s22051837.'}",35270983,15,https://pubmed.ncbi.nlm.nih.gov/35270983/
Cybersecurity Awareness Based on Software and E-mail Security with Statistical Analysis.,Alqahtani MA.,"{'name': 'Comput Intell Neurosci', 'year': 2022, 'citation': 'Comput Intell Neurosci. 2022 Mar 18;2022:6775980. doi: 10.1155/2022/6775980. eCollection 2022.'}",35341185,15,https://pubmed.ncbi.nlm.nih.gov/35341185/
Chapitre 2. Cybersécurité et santé dans un monde numérique : les apports de la technologie de la chaîne de blocs.,Devillier N.,"{'name': 'J Int Bioethique Ethique Sci', 'year': 2024, 'citation': 'J Int Bioethique Ethique Sci. 2024;35(2):23-34.'}",39013762,15,https://pubmed.ncbi.nlm.nih.gov/39013762/
Securing healthcare information system through fuzzy based decision-making methodology.,"Alharbi A, Ahmad M, Alosaimi W, Alyami H, Sarkar AK, Agrawal A, Kumar R, Khan RA.","{'name': 'Health Informatics J', 'year': 2022, 'citation': 'Health Informatics J. 2022 Oct-Dec;28(4):14604582221135420. doi: 10.1177/14604582221135420.'}",36374584,15,https://pubmed.ncbi.nlm.nih.gov/36374584/
Improving the redistribution of the security lessons in healthcare: An evaluation of the Generic Security Template.,"He Y, Johnson C.","{'name': 'Int J Med Inform', 'year': 2015, 'citation': 'Int J Med Inform. 2015 Nov;84(11):941-9. doi: 10.1016/j.ijmedinf.2015.08.010. Epub 2015 Aug 24.'}",26363788,15,https://pubmed.ncbi.nlm.nih.gov/26363788/
Framework for cyber risk loss distribution of hospital infrastructure: Bond percolation on mixed random graphs approach.,"Chiaradonna S, Jevtić P, Lanchier N.","{'name': 'Risk Anal', 'year': 2023, 'citation': 'Risk Anal. 2023 Dec;43(12):2450-2485. doi: 10.1111/risa.14127. Epub 2023 Apr 10.'}",37038249,15,https://pubmed.ncbi.nlm.nih.gov/37038249/
Building capability and community through cyber-incident response exercises.,Ricks M.,"{'name': 'J Bus Contin Emer Plan', 'year': 2024, 'citation': 'J Bus Contin Emer Plan. 2024 Jan 1;18(1):49-58.'}",39164864,15,https://pubmed.ncbi.nlm.nih.gov/39164864/
Trends and best practices in health care cybersecurity insurance policy.,"Kabir UY, Ezekekwu E, Bhuyan SS, Mahmood A, Dobalian A.","{'name': 'J Healthc Risk Manag', 'year': 2020, 'citation': 'J Healthc Risk Manag. 2020 Oct;40(2):10-14. doi: 10.1002/jhrm.21414. Epub 2020 May 22.'}",32441812,15,https://pubmed.ncbi.nlm.nih.gov/32441812/
Lightweight Security Transmission in Wireless Sensor Networks through Information Hiding and Data Flipping.,"Zhou L, Kang M, Chen W.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Jan 21;22(3):823. doi: 10.3390/s22030823.'}",35161569,15,https://pubmed.ncbi.nlm.nih.gov/35161569/
Secure Vehicular Platoon Management against Sybil Attacks.,"Junaidi DR, Ma M, Su R.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Nov 21;22(22):9000. doi: 10.3390/s22229000.'}",36433596,16,https://pubmed.ncbi.nlm.nih.gov/36433596/
"Cybersecurity in Internet of Medical Vehicles: State-of-the-Art Analysis, Research Challenges and Future Perspectives.","Bhukya CR, Thakur P, Mudhivarthi BR, Singh G.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Sep 27;23(19):8107. doi: 10.3390/s23198107.'}",37836937,16,https://pubmed.ncbi.nlm.nih.gov/37836937/
Health Care and Cybersecurity: Bibliometric Analysis of the Literature.,"Jalali MS, Razak S, Gordon W, Perakslis E, Madnick S.","{'name': 'J Med Internet Res', 'year': 2019, 'citation': 'J Med Internet Res. 2019 Feb 15;21(2):e12644. doi: 10.2196/12644.'}",30767908,16,https://pubmed.ncbi.nlm.nih.gov/30767908/
Selecting a Passive Network Monitoring Solution for Medical Device Cybersecurity Management.,Upendra P.,"{'name': 'Biomed Instrum Technol', 'year': 2021, 'citation': 'Biomed Instrum Technol. 2021 Nov 1;55(4):121-130. doi: 10.2345/0899-8205-55.4.121.'}",34727574,16,https://pubmed.ncbi.nlm.nih.gov/34727574/
Protecting patient privacy and data security.,"Taitsman JK, Grimm CM, Agrawal S.","{'name': 'N Engl J Med', 'year': 2013, 'citation': 'N Engl J Med. 2013 Mar 14;368(11):977-9. doi: 10.1056/NEJMp1215258. Epub 2013 Feb 27.'}",23444980,16,https://pubmed.ncbi.nlm.nih.gov/23444980/
Continuous Authentication against Collusion Attacks.,"Lyu P, Cai W, Wang Y.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Jun 22;22(13):4711. doi: 10.3390/s22134711.'}",35808208,16,https://pubmed.ncbi.nlm.nih.gov/35808208/
Security/authentication HotList.,[No authors listed],"{'name': 'Health Manag Technol', 'year': 2002, 'citation': 'Health Manag Technol. 2002 Dec;23(12):46-7.'}",12467266,16,https://pubmed.ncbi.nlm.nih.gov/12467266/
Wireless security.,Goth G.,"{'name': 'Healthc Inform', 'year': 2006, 'citation': 'Healthc Inform. 2006 Feb;23(2):62, 64.'}",16597009,16,https://pubmed.ncbi.nlm.nih.gov/16597009/
Effects of corporate social responsibility and governance on its credit ratings.,"Kim DY, Kim J.","{'name': 'ScientificWorldJournal', 'year': 2014, 'citation': 'ScientificWorldJournal. 2014;2014:305452. doi: 10.1155/2014/305452. Epub 2014 Oct 27.'}",25401134,16,https://pubmed.ncbi.nlm.nih.gov/25401134/
Pricing of cyber insurance premiums using a Markov-based dynamic model with clustering structure.,"Antonio Y, Indratno SW, Saputro SW.","{'name': 'PLoS One', 'year': 2021, 'citation': 'PLoS One. 2021 Oct 26;16(10):e0258867. doi: 10.1371/journal.pone.0258867. eCollection 2021.'}",34699537,16,https://pubmed.ncbi.nlm.nih.gov/34699537/
Security and privacy qualities of medical devices: an analysis of FDA postmarket surveillance.,"Kramer DB, Baker M, Ransford B, Molina-Markham A, Stewart Q, Fu K, Reynolds MR.","{'name': 'PLoS One', 'year': 2012, 'citation': 'PLoS One. 2012;7(7):e40200. doi: 10.1371/journal.pone.0040200. Epub 2012 Jul 19.'}",22829874,17,https://pubmed.ncbi.nlm.nih.gov/22829874/
Smart Home Privacy Protection Methods against a Passive Wireless Snooping Side-Channel Attack.,"Nassiri Abrishamchi MA, Zainal A, Ghaleb FA, Qasem SN, Albarrak AM.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Nov 7;22(21):8564. doi: 10.3390/s22218564.'}",36366261,17,https://pubmed.ncbi.nlm.nih.gov/36366261/
Optimization of Cyber Tactics in Sports Strategies Using Hybrid AI Decision-Making Technologies.,Duan M.,"{'name': 'Comput Intell Neurosci', 'year': 2022, 'citation': 'Comput Intell Neurosci. 2022 Jun 13;2022:3762755. doi: 10.1155/2022/3762755. eCollection 2022.'}",35733562,17,https://pubmed.ncbi.nlm.nih.gov/35733562/
A Novel Decentralized Blockchain Architecture for the Preservation of Privacy and Data Security against Cyberattacks in Healthcare.,"Kumar A, Singh AK, Ahmad I, Kumar Singh P, Anushree, Verma PK, Alissa KA, Bajaj M, Ur Rehman A, Tag-Eldin E.","{'name': 'Sensors (Basel)', 'year': 2022, 'citation': 'Sensors (Basel). 2022 Aug 8;22(15):5921. doi: 10.3390/s22155921.'}",35957478,17,https://pubmed.ncbi.nlm.nih.gov/35957478/
Strengthening Privacy and Data Security in Biomedical Microelectromechanical Systems by IoT Communication Security and Protection in Smart Healthcare.,"Jaime FJ, Muñoz A, Rodríguez-Gómez F, Jerez-Calero A.","{'name': 'Sensors (Basel)', 'year': 2023, 'citation': 'Sensors (Basel). 2023 Nov 3;23(21):8944. doi: 10.3390/s23218944.'}",37960646,17,https://pubmed.ncbi.nlm.nih.gov/37960646/
PUFchain 3.0: Hardware-Assisted Distributed Ledger for Robust Authentication in Healthcare Cyber-Physical Systems.,"Bathalapalli VKVV, Mohanty SP, Kougianos E, Iyer V, Rout B.","{'name': 'Sensors (Basel)', 'year': 2024, 'citation': 'Sensors (Basel). 2024 Jan 31;24(3):938. doi: 10.3390/s24030938.'}",38339656,17,https://pubmed.ncbi.nlm.nih.gov/38339656/
